18/07/2023,10.179,99,10.126,99,10.119,99,10.08,99,10.075,99,10.082,99,10.133,99,
19/07/2023,10.397,99,10.252,99,10.24,99,10.163,99,10.071,99,10.19,99,10.208,99,
20/07/2023,10.276,99,10.193,99,10.162,99,10.09,99,10.06,99,10.118,99,10.161,99,
21/07/2023,10.263,99,10.181,99,10.173,99,10.11,99,10.076,99,10.121,99,10.167,99,
22/07/2023,10.229,99,10.158,99,10.136,99,10.082,99,10.059,99,10.101,99,10.146,99,
23/07/2023,10.204,99,10.132,99,10.125,99,10.074,99,10.059,99,10.093,99,10.136,99,
24/07/2023,10.19,99,10.13,99,10.118,99,10.07,99,10.059,99,10.086,99,10.128,99,
25/07/2023,10.189,99,10.13,99,10.128,99,10.073,99,10.07,99,10.088,99,10.139,99,
26/07/2023,10.404,99,10.274,99,10.279,99,10.209,99,10.091,99,10.221,99,10.205,99,
27/07/2023,10.387,99,10.259,99,10.264,99,10.146,99,10.077,99,10.171,99,10.187,99,
28/07/2023,10.293,99,10.186,99,10.198,99,10.11,99,10.063,99,10.139,99,10.174,99,
29/07/2023,10.301,99,10.183,99,10.219,99,10.19,99,10.08,99,10.166,99,10.209,99,
30/07/2023,10.272,99,10.166,99,10.182,99,10.126,99,10.064,99,10.136,99,10.178,99,
31/07/2023,10.244,99,10.152,99,10.164,99,10.109,99,10.062,99,10.122,99,10.166,99,
1/08/2023,10.225,99,10.133,99,10.153,99,10.098,99,10.063,99,10.113,99,10.153,99,
2/08/2023,10.215,99,10.134,99,10.157,99,10.095,99,10.065,99,10.112,99,10.162,99,
3/08/2023,10.231,99,10.148,99,10.157,99,10.091,99,10.062,99,10.114,99,10.166,99,
4/08/2023,10.206,99,10.129,99,10.131,99,10.08,99,10.062,99,10.098,99,10.144,99,
5/08/2023,10.194,99,10.128,99,10.124,99,10.076,99,10.062,99,10.093,99,10.137,99,
6/08/2023,10.188,99,10.124,99,10.121,99,10.073,99,10.062,99,10.091,99,10.133,99,
7/08/2023,10.186,99,10.119,99,10.117,99,10.071,99,10.061,99,10.088,99,10.128,99,
8/08/2023,10.2,99,10.138,99,10.132,99,10.093,99,10.062,99,10.095,99,10.16,99,
9/08/2023,10.196,99,10.14,99,10.115,99,10.073,99,10.06,99,10.089,99,10.142,99,
10/08/2023,10.193,99,10.14,99,10.143,99,10.077,99,10.066,99,10.093,99,10.151,99,
11/08/2023,10.223,99,10.159,99,10.139,99,10.078,99,10.061,99,10.096,99,10.147,99,
12/08/2023,10.192,99,10.135,99,10.115,99,10.068,99,10.061,99,10.084,99,10.136,99,
13/08/2023,10.179,99,10.129,99,10.108,99,10.069,99,10.061,99,10.081,99,10.131,99,
14/08/2023,10.174,99,10.123,99,10.105,99,10.062,99,10.063,99,10.079,99,10.127,99,
15/08/2023,10.415,99,10.331,99,10.315,99,10.17,99,10.135,99,10.217,99,10.204,99,
16/08/2023,10.525,99,10.357,99,10.32,99,10.16,99,10.086,99,10.209,99,10.259,99,
17/08/2023,10.355,99,10.218,99,10.225,99,10.105,99,10.067,99,10.142,99,10.19,99,
18/08/2023,10.283,99,10.171,99,10.189,99,10.096,99,10.067,99,10.123,99,10.169,99,
19/08/2023,10.256,99,10.154,99,10.169,99,10.099,99,10.067,99,10.115,99,10.156,99,
20/08/2023,10.238,99,10.139,99,10.156,99,10.094,99,10.067,99,10.109,99,10.147,99,
21/08/2023,10.231,99,10.145,99,10.149,99,10.092,99,10.068,99,10.105,99,10.143,99,
22/08/2023,10.216,99,10.134,99,10.14,99,10.086,99,10.066,99,10.099,99,10.136,99,
23/08/2023,10.206,99,10.136,99,10.134,99,10.084,99,10.067,99,10.096,99,10.133,99,
24/08/2023,10.199,99,10.126,99,10.129,99,10.081,99,10.065,99,10.093,99,10.129,99,
25/08/2023,10.192,99,10.134,99,10.123,99,10.078,99,10.065,99,10.088,99,10.124,99,
26/08/2023,10.185,99,10.124,99,10.119,99,10.077,99,10.065,99,10.085,99,10.122,99,
27/08/2023,10.181,99,10.129,99,10.116,99,10.078,99,10.065,99,10.084,99,10.12,99,
28/08/2023,10.177,99,10.121,99,10.112,99,10.079,99,10.065,99,10.082,99,10.12,99,
29/08/2023,10.171,99,10.119,99,10.122,99,10.078,99,10.064,99,10.08,99,10.117,99,
30/08/2023,10.17,99,10.115,99,10.108,99,10.077,99,10.064,99,10.076,99,10.115,99,
31/08/2023,10.165,99,10.115,99,10.103,99,10.077,99,10.064,99,10.076,99,10.112,99,
1/09/2023,10.186,99,10.125,99,10.121,99,10.087,99,10.068,99,10.101,99,10.118,99,
2/09/2023,10.228,99,10.161,99,10.131,99,10.095,99,10.068,99,10.11,99,10.132,99,
3/09/2023,10.297,99,10.197,99,10.158,99,10.111,99,10.068,99,10.135,99,10.158,99,
4/09/2023,10.227,99,10.171,99,10.143,99,10.074,99,10.065,99,10.097,99,10.136,99,
5/09/2023,10.246,99,10.167,99,10.176,99,10.091,99,10.068,99,10.115,99,10.183,99,
6/09/2023,10.26,99,10.16,99,10.156,99,10.081,99,10.064,99,10.11,99,10.17,99,
7/09/2023,10.207,99,10.138,99,10.125,99,10.067,99,10.063,99,10.089,99,10.141,99,
8/09/2023,10.187,99,10.124,99,10.116,99,10.064,99,10.064,99,10.085,99,10.131,99,
9/09/2023,10.178,99,10.119,99,10.112,99,10.061,99,10.065,99,10.082,99,10.128,99,
10/09/2023,10.177,99,10.127,99,10.107,99,10.06,99,10.064,99,10.082,99,10.136,99,
11/09/2023,10.173,99,10.116,99,10.104,99,10.058,99,10.064,99,10.08,99,10.125,99,
12/09/2023,10.167,99,10.119,99,10.102,99,10.058,99,10.065,99,10.08,99,10.122,99,
13/09/2023,10.298,99,10.226,99,10.233,99,10.155,99,10.092,99,10.169,99,10.242,99,
14/09/2023,10.321,99,10.248,99,10.184,99,10.097,99,10.064,99,10.126,99,10.222,99,
15/09/2023,10.273,99,10.183,99,10.181,99,10.093,99,10.064,99,10.123,99,10.19,99,
16/09/2023,10.236,99,10.15,99,10.149,99,10.081,99,10.063,99,10.105,99,10.169,99,
17/09/2023,10.212,99,10.14,99,10.136,99,10.074,99,10.063,99,10.096,99,10.157,99,
18/09/2023,10.197,99,10.125,99,10.127,99,10.07,99,10.063,99,10.092,99,10.148,99,
19/09/2023,10.196,99,10.124,99,10.122,99,10.068,99,10.062,99,10.09,99,10.146,99,
20/09/2023,10.187,99,10.122,99,10.118,99,10.065,99,10.062,99,10.085,99,10.14,99,
21/09/2023,10.178,99,10.114,99,10.114,99,10.062,99,10.062,99,10.079,99,10.135,99,
22/09/2023,10.173,99,10.122,99,10.109,99,10.06,99,10.062,99,10.078,99,10.129,99,
23/09/2023,10.167,99,10.11,99,10.105,99,10.058,99,10.062,99,10.075,99,10.127,99,
24/09/2023,10.163,99,10.11,99,10.099,99,10.057,99,10.062,99,10.074,99,10.125,99,
25/09/2023,10.159,99,10.12,99,10.096,99,10.055,99,10.062,99,10.071,99,10.121,99,
26/09/2023,10.155,99,10.111,99,10.091,99,10.053,99,10.062,99,10.068,99,10.119,99,
27/09/2023,10.151,99,10.107,99,10.086,99,10.051,99,10.061,99,10.063,99,10.115,99,
28/09/2023,10.146,99,10.117,99,10.084,99,10.05,99,10.061,99,10.062,99,10.112,99,
29/09/2023,10.146,99,10.106,99,10.081,99,10.052,99,10.061,99,10.065,99,10.113,99,
30/09/2023,10.145,99,10.104,99,10.078,99,10.048,99,10.061,99,10.065,99,10.115,99,
1/10/2023,10.146,99,10.116,99,10.08,99,10.053,99,10.06,99,10.067,99,10.116,99,
2/10/2023,10.201,99,10.141,99,10.139,99,10.084,99,10.06,99,10.104,99,10.144,99,
3/10/2023,10.176,99,10.128,99,10.085,99,10.053,99,10.06,99,10.071,99,10.119,99,
4/10/2023,10.157,99,10.115,99,10.079,99,10.051,99,10.06,99,10.064,99,10.116,99,
5/10/2023,10.147,99,10.108,99,10.076,99,10.047,99,10.059,99,10.058,99,10.111,99,
6/10/2023,10.139,99,10.114,99,10.073,99,10.044,99,10.059,99,10.049,99,10.108,99,
7/10/2023,10.131,99,10.102,99,10.069,99,10.04,99,10.059,99,10.041,99,10.1,99,
8/10/2023,10.131,99,10.102,99,10.068,99,10.043,99,10.059,99,10.044,99,10.103,99,
9/10/2023,10.129,99,10.111,99,10.066,99,10.042,99,10.058,99,10.049,99,10.103,99,
10/10/2023,10.129,99,10.1,99,10.064,99,10.039,99,10.058,99,10.042,99,10.095,99,
11/10/2023,10.122,99,10.103,99,10.061,99,10.037,99,10.058,99,10.041,99,10.096,99,
12/10/2023,10.118,99,10.1,99,10.059,99,10.036,99,10.057,99,10.035,99,10.097,99,
13/10/2023,10.113,99,10.109,99,10.057,99,10.032,99,10.057,99,10.03,99,10.091,99,
14/10/2023,10.11,99,10.098,99,10.056,99,10.03,99,10.057,99,10.015,99,10.087,99,
15/10/2023,10.108,99,10.097,99,10.054,99,10.025,99,10.057,99,10.016,99,10.083,99,
16/10/2023,10.098,99,10.096,99,10.051,99,10.024,99,10.056,99,10.017,99,10.079,99,
17/10/2023,10.102,99,10.109,99,10.052,99,10.023,99,10.056,99,10.022,99,10.076,99,
18/10/2023,10.096,99,10.098,99,10.052,99,10.022,99,10.055,99,10.021,99,10.08,99,
19/10/2023,10.098,99,10.098,99,10.053,99,10.026,99,10.055,99,10.027,99,10.081,99,
20/10/2023,10.093,99,10.097,99,10.051,99,10.022,99,10.055,99,10.031,99,10.076,99,
21/10/2023,10.098,99,10.108,99,10.052,99,10.021,99,10.055,99,10.033,99,10.077,99,
22/10/2023,10.096,99,10.098,99,10.051,99,10.019,99,10.054,99,10.036,99,10.077,99,
23/10/2023,10.094,99,10.097,99,10.05,99,10.026,99,10.054,99,10.033,99,10.086,99,
24/10/2023,10.096,99,10.095,99,10.048,99,10.019,99,10.055,99,10.028,99,10.083,99,
25/10/2023,10.088,99,10.093,99,10.047,99,10.014,99,10.054,99,10.029,99,10.077,99,
26/10/2023,10.091,99,10.104,99,10.05,99,10.016,99,10.054,99,10.034,99,10.068,99,
27/10/2023,10.085,99,10.092,99,10.049,99,10.017,99,10.053,99,10.034,99,10.07,99,
28/10/2023,10.091,99,10.092,99,10.047,99,10.016,99,10.053,99,10.034,99,10.077,99,
29/10/2023,10.088,99,10.092,99,10.048,99,10.012,99,10.053,99,10.041,99,10.069,99,
30/10/2023,10.082,99,10.091,99,10.049,99,10.026,99,10.052,99,10.039,99,10.08,99,
31/10/2023,10.079,99,10.102,99,10.048,99,10.018,99,10.052,99,10.033,99,10.07,99,
1/11/2023,10.079,99,10.091,99,10.044,99,10.011,99,10.052,99,10.03,99,10.068,99,
2/11/2023,10.078,99,10.089,99,10.041,99,10.008,99,10.052,99,10.027,99,10.058,99,
3/11/2023,10.077,99,10.09,99,10.039,99,10.006,99,10.052,99,10.029,99,10.05,99,
4/11/2023,10.083,99,10.089,99,10.038,99,10.002,99,10.052,99,10.035,99,10.064,99,
5/11/2023,10.077,99,10.089,99,10.039,99,9.999,99,10.052,99,10.041,99,10.059,99,
,,,,,,,,,,,,,,,
